INFO      :  __main__ - client - get_connect - 2021-06-02 09:33:10,827 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 52689), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,102 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55303), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,103 Клиент <socket.socket fd=452, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55304), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,103 Клиент <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55322), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,103 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55323), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,103 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55288), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,103 Клиент <socket.socket fd=292, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55289), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,901 Клиент <socket.socket fd=300, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,907 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55353), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,907 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55360), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,908 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55361), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:42,908 Клиент <socket.socket fd=288, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55354), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,000 Клиент <socket.socket fd=412, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55313), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,002 Клиент <socket.socket fd=340, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55316), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,002 Клиент <socket.socket fd=332, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55318), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,002 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55319), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,003 Клиент <socket.socket fd=348, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55321), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,561 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55385), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,616 Клиент <socket.socket fd=344, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55386), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,642 Клиент <socket.socket fd=404, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55388), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,642 Клиент <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55389), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,652 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55392), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,804 Клиент <socket.socket fd=316, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55383), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,804 Клиент <socket.socket fd=408, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55332), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,804 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,805 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55344), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,805 Клиент <socket.socket fd=448, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55335), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,995 Клиент <socket.socket fd=344, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55384), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,996 Клиент <socket.socket fd=448, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55365), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,996 Клиент <socket.socket fd=360, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55366), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,996 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,996 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55345), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,997 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55346), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,997 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55347), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,997 Клиент <socket.socket fd=252, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55348), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,997 Клиент <socket.socket fd=372, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55336), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:43,997 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55337), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,861 Клиент <socket.socket fd=316, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55402), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,862 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55403), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,862 Клиент <socket.socket fd=356, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55404), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,862 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55393), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,862 Клиент <socket.socket fd=308, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55394), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,863 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55398), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,863 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55405), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,863 Клиент <socket.socket fd=428, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55397), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:44,863 Клиент <socket.socket fd=332, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55399), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:45,666 Клиент <socket.socket fd=316, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55445), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:45,698 Клиент <socket.socket fd=444, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55435), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:45,754 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55449), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:45,857 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55401), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:45,893 Клиент <socket.socket fd=408, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55453), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:45,974 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55455), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,089 Клиент <socket.socket fd=340, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55457), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,162 Клиент <socket.socket fd=292, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55460), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,201 Клиент <socket.socket fd=332, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55444), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,247 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55410), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,247 Клиент <socket.socket fd=412, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55411), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,299 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55472), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,476 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55476), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,562 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55412), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,601 Клиент <socket.socket fd=356, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55478), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,702 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55446), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,702 Клиент <socket.socket fd=404, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55456), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,703 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55458), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,703 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55459), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,703 Клиент <socket.socket fd=324, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55461), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:46,703 Клиент <socket.socket fd=448, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55436), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,116 Клиент <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55494), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,140 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55497), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,152 Клиент <socket.socket fd=428, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55498), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,190 Клиент <socket.socket fd=408, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55438), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,300 Клиент <socket.socket fd=380, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55437), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,351 Клиент <socket.socket fd=408, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55501), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,530 Клиент <socket.socket fd=432, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49681), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,656 Клиент <socket.socket fd=436, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49683), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,789 Клиент <socket.socket fd=436, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49685), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,860 Клиент <socket.socket fd=440, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49687), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,910 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55502), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,931 Клиент <socket.socket fd=360, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49690), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,944 Клиент <socket.socket fd=396, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49692), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,952 Клиент <socket.socket fd=348, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49696), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,960 Клиент <socket.socket fd=300, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49699), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:47,967 Клиент <socket.socket fd=352, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49701), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,099 Клиент <socket.socket fd=372, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55505), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,099 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55506), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,099 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49682), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,209 Клиент <socket.socket fd=348, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55488), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,209 Клиент <socket.socket fd=308, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55485), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,210 Клиент <socket.socket fd=400, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55479), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,210 Клиент <socket.socket fd=344, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55486), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,210 Клиент <socket.socket fd=392, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55487), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,210 Клиент <socket.socket fd=448, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55477), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:48,210 Клиент <socket.socket fd=308, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55480), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,000 Клиент <socket.socket fd=360, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55492), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,158 Клиент <socket.socket fd=304, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49697), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,408 Клиент <socket.socket fd=344, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55489), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,409 Клиент <socket.socket fd=408, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55491), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,409 Клиент <socket.socket fd=412, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55490), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,409 Клиент <socket.socket fd=368, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49684), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,596 Клиент <socket.socket fd=400, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55493), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,597 Клиент <socket.socket fd=292, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55495), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,597 Клиент <socket.socket fd=440, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55496), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,597 Клиент <socket.socket fd=372, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55499), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,598 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49686), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,688 Клиент <socket.socket fd=376, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49705), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,704 Клиент <socket.socket fd=420, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49706), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,708 Клиент <socket.socket fd=416, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49707), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,741 Клиент <socket.socket fd=424, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49708), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,858 Клиент <socket.socket fd=364, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49698), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,858 Клиент <socket.socket fd=388, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49700), raddr=('127.0.0.1', 7777)> запущен
INFO      :  __main__ - client - get_connect - 2021-07-12 15:40:49,906 Клиент <socket.socket fd=384, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 49688), raddr=('127.0.0.1', 7777)> запущен
